project_id,sov_line_id,estimated_labor_hours,estimated_labor_cost,estimated_material_cost,estimated_equipment_cost,estimated_sub_cost,productivity_factor,key_assumptions
PRJ-2022-326,PRJ-2022-326-SOV-13,1464,93000,0,0,121800,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2022-326,PRJ-2022-326-SOV-14,956,60700,43500,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2022-326,PRJ-2022-326-SOV-15,709,45000,27000,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2022-327,PRJ-2022-327-SOV-01,24611,1593100,681800,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2022-327,PRJ-2022-327-SOV-02,4976,322100,223600,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2022-327,PRJ-2022-327-SOV-03,21306,1379100,707500,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2022-327,PRJ-2022-327-SOV-04,36189,2342500,987700,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2022-327,PRJ-2022-327-SOV-05,24732,1600900,859200,0,0,0.9,Copper pricing based on current market rates
PRJ-2022-327,PRJ-2022-327-SOV-06,21284,1377700,824700,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2022-327,PRJ-2022-327-SOV-07,12735,824300,0,3170300,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2022-327,PRJ-2022-327-SOV-08,13705,887100,0,2383100,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2022-327,PRJ-2022-327-SOV-09,6104,395100,0,1422500,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2022-327,PRJ-2022-327-SOV-10,28368,1836300,1054100,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2022-327,PRJ-2022-327-SOV-11,11062,716000,399600,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2022-327,PRJ-2022-327-SOV-12,17951,1162000,0,0,1325800,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2022-327,PRJ-2022-327-SOV-13,10995,711700,0,0,802900,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2022-327,PRJ-2022-327-SOV-14,9343,604700,218200,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2022-327,PRJ-2022-327-SOV-15,4849,313800,165900,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2022-328,PRJ-2022-328-SOV-01,12551,847200,397300,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2022-328,PRJ-2022-328-SOV-02,4965,335100,181000,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2022-328,PRJ-2022-328-SOV-03,14143,954600,366800,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2022-328,PRJ-2022-328-SOV-04,16430,1109000,637800,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2022-328,PRJ-2022-328-SOV-05,15250,1029300,472500,0,0,0.9,Copper pricing based on current market rates
PRJ-2022-328,PRJ-2022-328-SOV-06,9249,624300,314100,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2022-328,PRJ-2022-328-SOV-07,8508,574300,0,1940900,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2022-328,PRJ-2022-328-SOV-08,7883,532100,0,1405600,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2022-328,PRJ-2022-328-SOV-09,4229,285400,0,1116400,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2022-328,PRJ-2022-328-SOV-10,9974,673200,258900,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2022-328,PRJ-2022-328-SOV-11,5203,351200,267300,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2022-328,PRJ-2022-328-SOV-12,5945,401200,0,0,578700,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2022-328,PRJ-2022-328-SOV-13,3943,266100,0,0,297700,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2022-328,PRJ-2022-328-SOV-14,2466,166400,76600,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2022-328,PRJ-2022-328-SOV-15,1565,105600,73500,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2022-329,PRJ-2022-329-SOV-01,16204,969300,517600,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2022-329,PRJ-2022-329-SOV-02,6225,372300,283200,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2022-329,PRJ-2022-329-SOV-03,22722,1359100,855900,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2022-329,PRJ-2022-329-SOV-04,24210,1448200,563700,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2022-329,PRJ-2022-329-SOV-05,29102,1740800,1025400,0,0,0.9,Copper pricing based on current market rates
PRJ-2022-329,PRJ-2022-329-SOV-06,11716,700800,541000,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2022-329,PRJ-2022-329-SOV-07,10401,622100,0,2433900,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2022-329,PRJ-2022-329-SOV-08,5934,354900,0,1460300,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2022-329,PRJ-2022-329-SOV-09,3786,226400,0,1131300,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2022-329,PRJ-2022-329-SOV-10,14513,868100,549000,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2022-329,PRJ-2022-329-SOV-11,10797,645800,384900,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2022-329,PRJ-2022-329-SOV-12,8882,531300,0,0,734300,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2022-329,PRJ-2022-329-SOV-13,6031,360700,0,0,474200,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2022-329,PRJ-2022-329-SOV-14,4738,283400,114700,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2022-329,PRJ-2022-329-SOV-15,2970,177600,75800,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2022-330,PRJ-2022-330-SOV-01,2351,144200,72500,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2022-330,PRJ-2022-330-SOV-02,1026,62900,34600,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2022-330,PRJ-2022-330-SOV-03,4143,254100,115100,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2022-330,PRJ-2022-330-SOV-04,4135,253600,150100,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2022-330,PRJ-2022-330-SOV-05,3551,217800,141900,0,0,0.9,Copper pricing based on current market rates
PRJ-2022-330,PRJ-2022-330-SOV-06,2478,152000,75100,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2022-330,PRJ-2022-330-SOV-07,1637,100400,0,383500,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2022-330,PRJ-2022-330-SOV-08,982,60200,0,260200,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2022-330,PRJ-2022-330-SOV-09,948,58100,0,154600,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2022-330,PRJ-2022-330-SOV-10,3309,203000,148300,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2022-330,PRJ-2022-330-SOV-11,1227,75200,43700,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2022-330,PRJ-2022-330-SOV-12,1786,109500,0,0,117900,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2022-330,PRJ-2022-330-SOV-13,1375,84300,0,0,101300,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2022-330,PRJ-2022-330-SOV-14,916,56200,20600,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2022-330,PRJ-2022-330-SOV-15,475,29100,12900,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2022-331,PRJ-2022-331-SOV-01,30759,1852800,752800,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2022-331,PRJ-2022-331-SOV-02,12369,745000,395900,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2022-331,PRJ-2022-331-SOV-03,49271,2967900,1474700,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2022-331,PRJ-2022-331-SOV-04,44059,2653900,1206900,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2022-331,PRJ-2022-331-SOV-05,42878,2582800,1203900,0,0,0.9,Copper pricing based on current market rates
PRJ-2022-331,PRJ-2022-331-SOV-06,16867,1016000,576100,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2022-331,PRJ-2022-331-SOV-07,16423,989200,0,4269100,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2022-331,PRJ-2022-331-SOV-08,13930,839000,0,2751400,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2022-331,PRJ-2022-331-SOV-09,9370,564400,0,2073900,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2022-331,PRJ-2022-331-SOV-10,34712,2090900,1198900,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2022-331,PRJ-2022-331-SOV-11,13350,804100,487800,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2022-331,PRJ-2022-331-SOV-12,18625,1121900,0,0,1327900,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2022-331,PRJ-2022-331-SOV-13,11215,675500,0,0,757300,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2022-331,PRJ-2022-331-SOV-14,8378,504600,321800,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2022-331,PRJ-2022-331-SOV-15,7156,431000,264600,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2022-332,PRJ-2022-332-SOV-01,8615,546500,316200,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2022-332,PRJ-2022-332-SOV-02,4283,271700,155800,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2022-332,PRJ-2022-332-SOV-03,10528,667800,362300,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2022-332,PRJ-2022-332-SOV-04,13784,874400,564800,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2022-332,PRJ-2022-332-SOV-05,9133,579300,362300,0,0,0.9,Copper pricing based on current market rates
PRJ-2022-332,PRJ-2022-332-SOV-06,5252,333100,207600,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2022-332,PRJ-2022-332-SOV-07,6427,407700,0,1263000,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2022-332,PRJ-2022-332-SOV-08,4147,263000,0,706600,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2022-332,PRJ-2022-332-SOV-09,2343,148600,0,479300,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2022-332,PRJ-2022-332-SOV-10,10606,672800,319300,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2022-332,PRJ-2022-332-SOV-11,3842,243700,108200,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2022-332,PRJ-2022-332-SOV-12,4497,285200,0,0,354500,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2022-332,PRJ-2022-332-SOV-13,3506,222400,0,0,242100,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2022-332,PRJ-2022-332-SOV-14,2695,170900,84300,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2022-332,PRJ-2022-332-SOV-15,2251,142700,49900,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2022-333,PRJ-2022-333-SOV-01,8744,528100,329100,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2022-333,PRJ-2022-333-SOV-02,3219,194400,108900,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2022-333,PRJ-2022-333-SOV-03,11327,684100,330200,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2022-333,PRJ-2022-333-SOV-04,14006,845900,526200,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2022-333,PRJ-2022-333-SOV-05,14529,877500,508900,0,0,0.9,Copper pricing based on current market rates
PRJ-2022-333,PRJ-2022-333-SOV-06,7622,460300,245200,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2022-333,PRJ-2022-333-SOV-07,4425,267200,0,1138900,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2022-333,PRJ-2022-333-SOV-08,3997,241400,0,1186100,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2022-333,PRJ-2022-333-SOV-09,2161,130500,0,582100,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2022-333,PRJ-2022-333-SOV-10,11618,701700,381300,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2022-333,PRJ-2022-333-SOV-11,5169,312200,146500,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2022-333,PRJ-2022-333-SOV-12,7741,467500,0,0,572000,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2022-333,PRJ-2022-333-SOV-13,3232,195200,0,0,250900,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2022-333,PRJ-2022-333-SOV-14,3614,218200,103600,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2022-333,PRJ-2022-333-SOV-15,2636,159200,94200,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2022-334,PRJ-2022-334-SOV-01,10867,641000,426100,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2022-334,PRJ-2022-334-SOV-02,3158,186300,126300,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2022-334,PRJ-2022-334-SOV-03,12273,724000,376400,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2022-334,PRJ-2022-334-SOV-04,23370,1378600,776400,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2022-334,PRJ-2022-334-SOV-05,21675,1278600,487800,0,0,0.9,Copper pricing based on current market rates
PRJ-2022-334,PRJ-2022-334-SOV-06,10699,631100,366100,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2022-334,PRJ-2022-334-SOV-07,7807,460500,0,1821400,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2022-334,PRJ-2022-334-SOV-08,3971,234200,0,1113100,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2022-334,PRJ-2022-334-SOV-09,4045,238600,0,880200,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2022-334,PRJ-2022-334-SOV-10,9518,561500,339900,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2022-334,PRJ-2022-334-SOV-11,4723,278600,139200,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2022-334,PRJ-2022-334-SOV-12,10852,640200,0,0,703400,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2022-334,PRJ-2022-334-SOV-13,4935,291100,0,0,345100,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2022-334,PRJ-2022-334-SOV-14,5278,311300,170000,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2022-334,PRJ-2022-334-SOV-15,3354,197800,111400,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2022-335,PRJ-2022-335-SOV-01,8439,543900,428200,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2022-335,PRJ-2022-335-SOV-02,3573,230200,144200,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2022-335,PRJ-2022-335-SOV-03,11478,739700,329600,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2022-335,PRJ-2022-335-SOV-04,11751,757300,560200,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2022-335,PRJ-2022-335-SOV-05,15871,1022900,580600,0,0,0.9,Copper pricing based on current market rates
PRJ-2022-335,PRJ-2022-335-SOV-06,4743,305700,199500,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2022-335,PRJ-2022-335-SOV-07,4225,272300,0,1182300,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2022-335,PRJ-2022-335-SOV-08,5678,365900,0,1289100,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2022-335,PRJ-2022-335-SOV-09,3009,193900,0,722300,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2022-335,PRJ-2022-335-SOV-10,9657,622400,343400,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2022-335,PRJ-2022-335-SOV-11,5270,339600,209700,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2022-335,PRJ-2022-335-SOV-12,6076,391600,0,0,429300,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2022-335,PRJ-2022-335-SOV-13,5088,327900,0,0,382400,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2022-335,PRJ-2022-335-SOV-14,3264,210300,161300,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2022-335,PRJ-2022-335-SOV-15,2057,132500,70800,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2022-336,PRJ-2022-336-SOV-01,13599,872700,396700,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2022-336,PRJ-2022-336-SOV-02,3370,216200,150500,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2022-336,PRJ-2022-336-SOV-03,20226,1298000,721300,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2022-336,PRJ-2022-336-SOV-04,26899,1726300,1080100,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2022-336,PRJ-2022-336-SOV-05,17345,1113100,428900,0,0,0.9,Copper pricing based on current market rates
PRJ-2022-336,PRJ-2022-336-SOV-06,7264,466100,248600,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2022-336,PRJ-2022-336-SOV-07,6191,397300,0,1785700,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2022-336,PRJ-2022-336-SOV-08,7862,504500,0,1802700,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2022-336,PRJ-2022-336-SOV-09,7214,462900,0,1224300,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2022-336,PRJ-2022-336-SOV-10,13077,839200,384700,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2022-336,PRJ-2022-336-SOV-11,8645,554800,351400,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2022-336,PRJ-2022-336-SOV-12,9828,630700,0,0,679300,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2022-336,PRJ-2022-336-SOV-13,7840,503100,0,0,568300,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2022-336,PRJ-2022-336-SOV-14,6333,406400,226200,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2022-336,PRJ-2022-336-SOV-15,2694,172800,114200,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2022-337,PRJ-2022-337-SOV-01,18818,1198600,750700,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2022-337,PRJ-2022-337-SOV-02,7236,460900,255700,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2022-337,PRJ-2022-337-SOV-03,21486,1368500,628000,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2022-337,PRJ-2022-337-SOV-04,21546,1372400,885400,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2022-337,PRJ-2022-337-SOV-05,22416,1427800,966600,0,0,0.9,Copper pricing based on current market rates
PRJ-2022-337,PRJ-2022-337-SOV-06,8723,555600,264500,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2022-337,PRJ-2022-337-SOV-07,12634,804700,0,2785000,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2022-337,PRJ-2022-337-SOV-08,5832,371400,0,1744300,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2022-337,PRJ-2022-337-SOV-09,8438,537400,0,1700700,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2022-337,PRJ-2022-337-SOV-10,16349,1041300,710900,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2022-337,PRJ-2022-337-SOV-11,8827,562200,259600,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2022-337,PRJ-2022-337-SOV-12,10005,637200,0,0,903100,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2022-337,PRJ-2022-337-SOV-13,6079,387200,0,0,545100,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2022-337,PRJ-2022-337-SOV-14,5021,319800,131200,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2022-337,PRJ-2022-337-SOV-15,5169,329200,155200,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2022-338,PRJ-2022-338-SOV-01,5953,395400,147400,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2022-338,PRJ-2022-338-SOV-02,1897,126000,98600,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2022-338,PRJ-2022-338-SOV-03,4894,325000,215500,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2022-338,PRJ-2022-338-SOV-04,7926,526400,277400,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2022-338,PRJ-2022-338-SOV-05,6131,407200,220900,0,0,0.9,Copper pricing based on current market rates
PRJ-2022-338,PRJ-2022-338-SOV-06,3466,230200,133900,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2022-338,PRJ-2022-338-SOV-07,2687,178400,0,722700,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2022-338,PRJ-2022-338-SOV-08,3151,209300,0,678300,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2022-338,PRJ-2022-338-SOV-09,1772,117700,0,342700,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2022-338,PRJ-2022-338-SOV-10,5088,337900,176900,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2022-338,PRJ-2022-338-SOV-11,2373,157600,72600,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2022-338,PRJ-2022-338-SOV-12,2331,154800,0,0,209500,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2022-338,PRJ-2022-338-SOV-13,1512,100400,0,0,132800,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2022-338,PRJ-2022-338-SOV-14,1354,89900,36500,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2022-338,PRJ-2022-338-SOV-15,554,36700,17400,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2022-339,PRJ-2022-339-SOV-01,13801,886800,511600,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2022-339,PRJ-2022-339-SOV-02,5001,321300,225100,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2022-339,PRJ-2022-339-SOV-03,17285,1110600,798400,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2022-339,PRJ-2022-339-SOV-04,26529,1704600,789700,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2022-339,PRJ-2022-339-SOV-05,19473,1251200,499200,0,0,0.9,Copper pricing based on current market rates
PRJ-2022-339,PRJ-2022-339-SOV-06,7359,472800,270500,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2022-339,PRJ-2022-339-SOV-07,11111,713900,0,1898600,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2022-339,PRJ-2022-339-SOV-08,6453,414600,0,1748300,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2022-339,PRJ-2022-339-SOV-09,3662,235300,0,1263600,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2022-339,PRJ-2022-339-SOV-10,13035,837500,341100,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2022-339,PRJ-2022-339-SOV-11,5434,349100,254600,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2022-339,PRJ-2022-339-SOV-12,9211,591800,0,0,690700,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2022-339,PRJ-2022-339-SOV-13,6607,424500,0,0,515000,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2022-339,PRJ-2022-339-SOV-14,3022,194100,115300,0,0,0.95,Startup includes 2 weeks of system commissioning support
PRJ-2022-339,PRJ-2022-339-SOV-15,2482,159400,103100,0,0,1.0,"Closeout includes as-builts, O&M manuals, and owner training"
PRJ-2022-340,PRJ-2022-340-SOV-01,16618,1033800,578400,0,0,1.0,Clear site access; no coordination delays; standard PM staffing
PRJ-2022-340,PRJ-2022-340-SOV-02,5911,367700,248300,0,0,1.0,Submittals prepared in-house; standard review cycles
PRJ-2022-340,PRJ-2022-340-SOV-03,22340,1389800,658900,0,0,0.85,70% shop fabrication; 30% field fab; standard material availability
PRJ-2022-340,PRJ-2022-340-SOV-04,27684,1722300,639100,0,0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas
PRJ-2022-340,PRJ-2022-340-SOV-05,16655,1036100,490500,0,0,0.9,Copper pricing based on current market rates
PRJ-2022-340,PRJ-2022-340-SOV-06,10545,656000,289600,0,0,0.9,Refrigerant pricing per current market; lineset routing direct
PRJ-2022-340,PRJ-2022-340-SOV-07,6733,418800,0,2191000,0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP
PRJ-2022-340,PRJ-2022-340-SOV-08,12161,756500,0,2133700,0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access
PRJ-2022-340,PRJ-2022-340-SOV-09,4733,294400,0,1523800,0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub
PRJ-2022-340,PRJ-2022-340-SOV-10,16523,1027900,411300,0,0,0.85,DDC installation per controls contractor scope; point count per I/O schedule
PRJ-2022-340,PRJ-2022-340-SOV-11,11519,716600,349500,0,0,0.9,Programming based on approved sequences; 2 weeks for commissioning
PRJ-2022-340,PRJ-2022-340-SOV-12,12169,757000,0,0,939300,1.0,Insulation by specialty sub; pricing based on current bid
PRJ-2022-340,PRJ-2022-340-SOV-13,5113,318100,0,0,388800,1.0,TAB by certified balancing contractor; one mobilization assumed
PRJ-2022-340,PRJ-2022-340-SOV-14,3917,243600,155500,0,0,0.95,Startup includes 2 weeks of system commissioning support
