project_id,co_number,date_submitted,reason_category,description,amount,status,related_rfi,affected_sov_lines,labor_hours_impact,schedule_impact_days,submitted_by,approved_by
PRJ-2022-329,CO-002,2022-05-16,Design Error,Drawings showed incorrect equipment clearance - field correction required,470700,Approved,RFI-018,['PRJ-2022-329-SOV-15'],158,7,J. Martinez,Project Manager
PRJ-2022-329,CO-005,2022-05-22,Design Error,Drawings showed incorrect equipment clearance - field correction required,371200,Approved,,['PRJ-2022-329-SOV-01'],141,0,K. Thompson,
PRJ-2022-329,CO-010,2022-08-13,Acceleration,Premium time to maintain schedule,357500,Approved,,"['PRJ-2022-329-SOV-13', 'PRJ-2022-329-SOV-09', 'PRJ-2022-329-SOV-07']",174,0,J. Martinez,Project Manager
PRJ-2022-329,CO-004,2022-12-06,Value Engineering,Substitution approved: copper piping to York chiller,-99000,Rejected,RFI-014,"['PRJ-2022-329-SOV-04', 'PRJ-2022-329-SOV-06', 'PRJ-2022-329-SOV-14']",-95,0,R. Williams,Owner Rep
PRJ-2022-329,CO-008,2022-12-25,Scope Gap,Work not clearly defined in bid documents,676500,Rejected,,"['PRJ-2022-329-SOV-09', 'PRJ-2022-329-SOV-10', 'PRJ-2022-329-SOV-04']",51,2,K. Thompson,Project Manager
PRJ-2022-329,CO-009,2023-01-17,Owner Request,Added VAV boxes per owner directive,715000,Approved,,"['PRJ-2022-329-SOV-08', 'PRJ-2022-329-SOV-03', 'PRJ-2022-329-SOV-09']",153,0,K. Thompson,
PRJ-2022-329,CO-011,2023-03-06,Value Engineering,Substitution approved: Trane chiller to steel piping,-241200,Approved,,"['PRJ-2022-329-SOV-04', 'PRJ-2022-329-SOV-14']",-90,0,K. Thompson,
PRJ-2022-329,CO-006,2023-03-24,Code Compliance,Inspector required fire dampers,518700,Approved,RFI-002,"['PRJ-2022-329-SOV-08', 'PRJ-2022-329-SOV-09', 'PRJ-2022-329-SOV-15']",171,0,R. Williams,Owner Rep
PRJ-2022-329,CO-003,2023-05-13,Code Compliance,Inspector required access panels,207900,Approved,RFI-012,"['PRJ-2022-329-SOV-08', 'PRJ-2022-329-SOV-11']",41,0,K. Thompson,Owner Rep
PRJ-2022-330,CO-003,2022-04-08,Owner Request,Added controls points per owner directive,46600,Approved,RFI-005,['PRJ-2022-330-SOV-02'],121,7,K. Thompson,
PRJ-2022-330,CO-002,2022-05-04,Coordination,Rerouting required due to plumbing conflict,24400,Approved,RFI-008,['PRJ-2022-330-SOV-01'],34,0,K. Thompson,Project Manager
PRJ-2022-330,CO-004,2022-05-12,Value Engineering,Substitution approved: Trane chiller to steel piping,-44800,Approved,RFI-017,"['PRJ-2022-330-SOV-11', 'PRJ-2022-330-SOV-08']",-15,0,J. Martinez,Project Manager
PRJ-2022-330,CO-001,2022-05-29,Value Engineering,Substitution approved: copper piping to Daikin RTU,-40200,Rejected,RFI-018,['PRJ-2022-330-SOV-05'],-83,0,K. Thompson,Owner Rep
PRJ-2022-331,CO-004,2022-03-06,Value Engineering,Substitution approved: Carrier RTU to York chiller,-366800,Approved,,"['PRJ-2022-331-SOV-10', 'PRJ-2022-331-SOV-09', 'PRJ-2022-331-SOV-05']",-20,0,K. Thompson,
PRJ-2022-331,CO-006,2022-03-18,Scope Gap,Work not clearly defined in bid documents,1245800,Approved,,"['PRJ-2022-331-SOV-02', 'PRJ-2022-331-SOV-11', 'PRJ-2022-331-SOV-14']",160,14,R. Williams,
PRJ-2022-331,CO-009,2022-03-28,Unforeseen Condition,Discovered abandoned piping not shown on documents,986000,Approved,,"['PRJ-2022-331-SOV-06', 'PRJ-2022-331-SOV-14']",54,7,J. Martinez,
PRJ-2022-331,CO-010,2022-06-05,Unforeseen Condition,Discovered asbestos insulation not shown on documents,517900,Approved,RFI-029,['PRJ-2022-331-SOV-02'],149,7,K. Thompson,Owner Rep
PRJ-2022-331,CO-002,2022-07-19,Owner Request,Added exhaust fan per owner directive,209300,Rejected,RFI-022,"['PRJ-2022-331-SOV-11', 'PRJ-2022-331-SOV-12', 'PRJ-2022-331-SOV-02']",170,0,J. Martinez,
PRJ-2022-331,CO-007,2022-08-05,Coordination,Rerouting required due to fire protection conflict,868400,Approved,,"['PRJ-2022-331-SOV-07', 'PRJ-2022-331-SOV-14', 'PRJ-2022-331-SOV-03']",134,0,K. Thompson,Project Manager
PRJ-2022-331,CO-005,2022-08-10,Code Compliance,Inspector required seismic upgrades,416200,Approved,RFI-023,['PRJ-2022-331-SOV-05'],199,0,K. Thompson,
PRJ-2022-331,CO-003,2022-10-05,Code Compliance,Inspector required seismic upgrades,108700,Approved,RFI-030,"['PRJ-2022-331-SOV-13', 'PRJ-2022-331-SOV-12']",39,14,K. Thompson,Owner Rep
PRJ-2022-331,CO-001,2022-11-06,Coordination,Rerouting required due to fire protection conflict,377500,Approved,RFI-029,"['PRJ-2022-331-SOV-08', 'PRJ-2022-331-SOV-04', 'PRJ-2022-331-SOV-01']",85,7,R. Williams,
PRJ-2022-331,CO-011,2022-12-04,Coordination,Rerouting required due to electrical conflict,296100,Approved,RFI-017,['PRJ-2022-331-SOV-05'],174,0,J. Martinez,Owner Rep
PRJ-2022-331,CO-008,2023-02-03,Coordination,Rerouting required due to electrical conflict,364200,Approved,RFI-021,['PRJ-2022-331-SOV-11'],58,14,J. Martinez,Project Manager
PRJ-2022-332,CO-003,2022-06-02,Acceleration,Premium time to maintain schedule,168900,Rejected,,"['PRJ-2022-332-SOV-02', 'PRJ-2022-332-SOV-14', 'PRJ-2022-332-SOV-06']",157,0,R. Williams,
PRJ-2022-332,CO-001,2022-08-03,Unforeseen Condition,Discovered structural conflict not shown on documents,211100,Approved,,"['PRJ-2022-332-SOV-11', 'PRJ-2022-332-SOV-06']",90,14,R. Williams,Owner Rep
PRJ-2022-332,CO-010,2022-09-09,Design Error,Drawings showed incorrect pipe elevation - field correction required,190100,Approved,,['PRJ-2022-332-SOV-15'],154,5,J. Martinez,Project Manager
PRJ-2022-332,CO-002,2022-11-07,Value Engineering,Substitution approved: Trane chiller to steel piping,-62900,Approved,RFI-006,['PRJ-2022-332-SOV-11'],-95,0,R. Williams,
PRJ-2022-332,CO-007,2023-02-11,Coordination,Rerouting required due to fire protection conflict,132800,Approved,RFI-023,"['PRJ-2022-332-SOV-01', 'PRJ-2022-332-SOV-10', 'PRJ-2022-332-SOV-08']",170,0,J. Martinez,Owner Rep
PRJ-2022-332,CO-009,2023-04-03,Scope Gap,Work not clearly defined in bid documents,115400,Rejected,RFI-010,"['PRJ-2022-332-SOV-15', 'PRJ-2022-332-SOV-06']",163,7,K. Thompson,Project Manager
PRJ-2022-332,CO-006,2023-04-05,Owner Request,Added chilled water piping per owner directive,250700,Approved,RFI-029,"['PRJ-2022-332-SOV-08', 'PRJ-2022-332-SOV-09']",122,0,R. Williams,
PRJ-2022-332,CO-004,2023-05-11,Unforeseen Condition,Discovered existing ductwork not shown on documents,228200,Approved,RFI-012,"['PRJ-2022-332-SOV-13', 'PRJ-2022-332-SOV-10', 'PRJ-2022-332-SOV-06']",179,7,J. Martinez,
PRJ-2022-332,CO-008,2023-06-13,Code Compliance,Inspector required seismic upgrades,280200,Rejected,RFI-028,"['PRJ-2022-332-SOV-14', 'PRJ-2022-332-SOV-03', 'PRJ-2022-332-SOV-13']",10,0,K. Thompson,Project Manager
PRJ-2022-332,CO-005,2023-06-14,Scope Gap,Work not clearly defined in bid documents,123200,Approved,,['PRJ-2022-332-SOV-10'],149,14,J. Martinez,Project Manager
PRJ-2022-333,CO-002,2022-04-30,Design Error,Drawings showed incorrect duct size - field correction required,59500,Approved,,['PRJ-2022-333-SOV-01'],28,14,R. Williams,Owner Rep
PRJ-2022-333,CO-005,2022-05-21,Unforeseen Condition,Discovered abandoned piping not shown on documents,66200,Approved,RFI-029,"['PRJ-2022-333-SOV-10', 'PRJ-2022-333-SOV-07', 'PRJ-2022-333-SOV-03']",101,2,J. Martinez,Owner Rep
PRJ-2022-333,CO-006,2022-05-28,Code Compliance,Inspector required additional smoke detectors,36700,Rejected,,"['PRJ-2022-333-SOV-13', 'PRJ-2022-333-SOV-07']",132,0,J. Martinez,Project Manager
PRJ-2022-333,CO-007,2022-11-29,Coordination,Rerouting required due to fire protection conflict,196400,Rejected,,"['PRJ-2022-333-SOV-04', 'PRJ-2022-333-SOV-01', 'PRJ-2022-333-SOV-14']",59,0,K. Thompson,Owner Rep
PRJ-2022-333,CO-003,2022-12-05,Scope Gap,Work not clearly defined in bid documents,367100,Approved,RFI-013,['PRJ-2022-333-SOV-14'],41,0,K. Thompson,Owner Rep
PRJ-2022-333,CO-001,2022-12-21,Scope Gap,Work not clearly defined in bid documents,112500,Approved,,['PRJ-2022-333-SOV-05'],123,0,K. Thompson,Owner Rep
PRJ-2022-333,CO-008,2022-12-28,Unforeseen Condition,Discovered existing ductwork not shown on documents,155500,Approved,RFI-027,"['PRJ-2022-333-SOV-04', 'PRJ-2022-333-SOV-10']",13,0,J. Martinez,Owner Rep
PRJ-2022-333,CO-004,2023-06-01,Code Compliance,Inspector required fire dampers,134200,Approved,RFI-011,"['PRJ-2022-333-SOV-06', 'PRJ-2022-333-SOV-10']",152,0,R. Williams,Project Manager
PRJ-2022-334,CO-001,2022-03-24,Value Engineering,Substitution approved: copper piping to steel piping,-193000,Approved,,['PRJ-2022-334-SOV-01'],-99,0,K. Thompson,Owner Rep
PRJ-2022-334,CO-006,2022-04-08,Scope Gap,Work not clearly defined in bid documents,661300,Approved,RFI-003,"['PRJ-2022-334-SOV-04', 'PRJ-2022-334-SOV-10', 'PRJ-2022-334-SOV-06']",24,0,K. Thompson,Project Manager
PRJ-2022-334,CO-009,2022-04-08,Acceleration,Premium time to maintain schedule,176200,Rejected,,['PRJ-2022-334-SOV-06'],128,0,J. Martinez,Owner Rep
PRJ-2022-334,CO-017,2022-04-21,Unforeseen Condition,Discovered existing ductwork not shown on documents,383600,Approved,,"['PRJ-2022-334-SOV-12', 'PRJ-2022-334-SOV-13', 'PRJ-2022-334-SOV-10']",189,0,J. Martinez,Project Manager
PRJ-2022-334,CO-007,2022-05-06,Scope Gap,Work not clearly defined in bid documents,204600,Approved,RFI-021,"['PRJ-2022-334-SOV-06', 'PRJ-2022-334-SOV-08', 'PRJ-2022-334-SOV-02']",83,5,K. Thompson,
PRJ-2022-334,CO-005,2022-05-31,Coordination,Rerouting required due to structural conflict,376700,Approved,,['PRJ-2022-334-SOV-07'],113,14,R. Williams,Owner Rep
PRJ-2022-334,CO-003,2022-06-03,Owner Request,Added VAV boxes per owner directive,116300,Approved,,"['PRJ-2022-334-SOV-12', 'PRJ-2022-334-SOV-01']",58,0,R. Williams,
PRJ-2022-334,CO-013,2022-06-18,Owner Request,Added controls points per owner directive,360400,Rejected,RFI-026,['PRJ-2022-334-SOV-11'],185,0,R. Williams,
PRJ-2022-334,CO-012,2022-07-31,Coordination,Rerouting required due to fire protection conflict,346700,Approved,,['PRJ-2022-334-SOV-14'],70,2,K. Thompson,Project Manager
PRJ-2022-334,CO-010,2022-08-12,Value Engineering,Substitution approved: Carrier RTU to steel piping,-155000,Approved,RFI-023,"['PRJ-2022-334-SOV-01', 'PRJ-2022-334-SOV-15', 'PRJ-2022-334-SOV-06']",-78,0,K. Thompson,Owner Rep
PRJ-2022-334,CO-008,2022-09-08,Coordination,Rerouting required due to fire protection conflict,142800,Approved,RFI-019,['PRJ-2022-334-SOV-14'],20,7,J. Martinez,Owner Rep
PRJ-2022-334,CO-016,2022-12-24,Unforeseen Condition,Discovered abandoned piping not shown on documents,411400,Rejected,RFI-004,"['PRJ-2022-334-SOV-02', 'PRJ-2022-334-SOV-07', 'PRJ-2022-334-SOV-14']",115,14,R. Williams,
PRJ-2022-334,CO-015,2023-01-01,Code Compliance,Inspector required additional smoke detectors,255600,Rejected,RFI-020,"['PRJ-2022-334-SOV-06', 'PRJ-2022-334-SOV-10']",161,0,R. Williams,Owner Rep
PRJ-2022-334,CO-004,2023-01-07,Design Error,Drawings showed incorrect pipe elevation - field correction required,140000,Approved,,"['PRJ-2022-334-SOV-08', 'PRJ-2022-334-SOV-15']",110,7,R. Williams,Owner Rep
PRJ-2022-334,CO-018,2023-04-03,Coordination,Rerouting required due to fire protection conflict,238800,Rejected,RFI-010,"['PRJ-2022-334-SOV-08', 'PRJ-2022-334-SOV-01']",190,14,J. Martinez,
PRJ-2022-334,CO-011,2023-06-13,Design Error,Drawings showed incorrect equipment clearance - field correction required,316900,Approved,RFI-024,['PRJ-2022-334-SOV-01'],198,5,R. Williams,Owner Rep
PRJ-2022-334,CO-014,2023-07-09,Design Error,Drawings showed incorrect pipe elevation - field correction required,277000,Approved,RFI-008,"['PRJ-2022-334-SOV-02', 'PRJ-2022-334-SOV-03', 'PRJ-2022-334-SOV-10']",121,0,J. Martinez,Project Manager
PRJ-2022-334,CO-002,2023-09-07,Scope Gap,Work not clearly defined in bid documents,522700,Rejected,,"['PRJ-2022-334-SOV-04', 'PRJ-2022-334-SOV-01', 'PRJ-2022-334-SOV-09']",197,0,K. Thompson,
PRJ-2022-335,CO-003,2022-05-28,Code Compliance,Inspector required seismic upgrades,109100,Approved,RFI-026,"['PRJ-2022-335-SOV-08', 'PRJ-2022-335-SOV-13']",198,14,R. Williams,Project Manager
PRJ-2022-335,CO-005,2022-11-20,Owner Request,Added VAV boxes per owner directive,229900,Rejected,RFI-008,"['PRJ-2022-335-SOV-08', 'PRJ-2022-335-SOV-02']",150,5,K. Thompson,
PRJ-2022-335,CO-004,2023-01-13,Unforeseen Condition,Discovered asbestos insulation not shown on documents,295400,Approved,,"['PRJ-2022-335-SOV-01', 'PRJ-2022-335-SOV-07', 'PRJ-2022-335-SOV-03']",174,0,J. Martinez,
PRJ-2022-335,CO-007,2023-03-11,Scope Gap,Work not clearly defined in bid documents,142800,Approved,RFI-002,"['PRJ-2022-335-SOV-11', 'PRJ-2022-335-SOV-06', 'PRJ-2022-335-SOV-03']",22,0,K. Thompson,Project Manager
PRJ-2022-335,CO-002,2023-04-12,Scope Gap,Work not clearly defined in bid documents,337300,Rejected,,"['PRJ-2022-335-SOV-14', 'PRJ-2022-335-SOV-06', 'PRJ-2022-335-SOV-04']",42,7,K. Thompson,Owner Rep
PRJ-2022-335,CO-006,2023-04-17,Value Engineering,Substitution approved: Trane chiller to steel piping,-156100,Approved,RFI-020,"['PRJ-2022-335-SOV-12', 'PRJ-2022-335-SOV-15', 'PRJ-2022-335-SOV-09']",-21,0,K. Thompson,Project Manager
PRJ-2022-335,CO-001,2023-04-23,Unforeseen Condition,Discovered abandoned piping not shown on documents,277000,Approved,RFI-027,['PRJ-2022-335-SOV-02'],31,0,R. Williams,
PRJ-2022-336,CO-009,2022-04-27,Acceleration,Premium time to maintain schedule,415800,Approved,,"['PRJ-2022-336-SOV-01', 'PRJ-2022-336-SOV-07']",189,0,J. Martinez,
PRJ-2022-336,CO-004,2022-05-26,Scope Gap,Work not clearly defined in bid documents,759600,Approved,RFI-029,['PRJ-2022-336-SOV-10'],27,7,K. Thompson,Project Manager
PRJ-2022-336,CO-007,2022-06-29,Value Engineering,Substitution approved: Carrier RTU to York chiller,-41800,Approved,,"['PRJ-2022-336-SOV-05', 'PRJ-2022-336-SOV-10']",-77,0,R. Williams,Project Manager
PRJ-2022-336,CO-005,2022-06-30,Value Engineering,Substitution approved: Carrier RTU to Daikin RTU,-111500,Approved,,"['PRJ-2022-336-SOV-05', 'PRJ-2022-336-SOV-15', 'PRJ-2022-336-SOV-06']",-51,0,J. Martinez,
PRJ-2022-336,CO-002,2022-07-12,Value Engineering,Substitution approved: Carrier RTU to York chiller,-165900,Approved,RFI-026,"['PRJ-2022-336-SOV-01', 'PRJ-2022-336-SOV-07', 'PRJ-2022-336-SOV-11']",-100,0,K. Thompson,
PRJ-2022-336,CO-008,2022-10-08,Value Engineering,Substitution approved: Carrier RTU to York chiller,-242500,Rejected,RFI-021,"['PRJ-2022-336-SOV-10', 'PRJ-2022-336-SOV-13']",-74,0,K. Thompson,Project Manager
PRJ-2022-336,CO-001,2022-10-21,Scope Gap,Work not clearly defined in bid documents,672000,Approved,,"['PRJ-2022-336-SOV-08', 'PRJ-2022-336-SOV-04']",149,5,R. Williams,Project Manager
PRJ-2022-336,CO-006,2023-01-01,Value Engineering,Substitution approved: copper piping to York chiller,-106300,Approved,RFI-014,['PRJ-2022-336-SOV-11'],-18,0,K. Thompson,Owner Rep
PRJ-2022-336,CO-010,2023-01-21,Value Engineering,Substitution approved: Carrier RTU to steel piping,-269700,Rejected,RFI-023,"['PRJ-2022-336-SOV-06', 'PRJ-2022-336-SOV-14', 'PRJ-2022-336-SOV-12']",-14,0,R. Williams,
PRJ-2022-336,CO-011,2023-02-04,Owner Request,Added controls points per owner directive,553700,Approved,,"['PRJ-2022-336-SOV-09', 'PRJ-2022-336-SOV-14']",135,2,J. Martinez,
PRJ-2022-336,CO-003,2023-02-10,Acceleration,Premium time to maintain schedule,191000,Approved,,['PRJ-2022-336-SOV-13'],97,2,K. Thompson,
PRJ-2022-337,CO-006,2022-03-28,Acceleration,Premium time to maintain schedule,242500,Rejected,RFI-001,['PRJ-2022-337-SOV-14'],156,14,K. Thompson,Owner Rep
PRJ-2022-337,CO-007,2022-04-05,Acceleration,Premium time to maintain schedule,254800,Approved,RFI-024,"['PRJ-2022-337-SOV-03', 'PRJ-2022-337-SOV-15', 'PRJ-2022-337-SOV-08']",141,0,R. Williams,Project Manager
PRJ-2022-337,CO-002,2022-04-19,Owner Request,Added chilled water piping per owner directive,650100,Approved,,"['PRJ-2022-337-SOV-07', 'PRJ-2022-337-SOV-12']",166,0,R. Williams,Owner Rep
PRJ-2022-337,CO-009,2022-05-31,Acceleration,Premium time to maintain schedule,525100,Approved,RFI-003,['PRJ-2022-337-SOV-02'],181,0,J. Martinez,
PRJ-2022-337,CO-004,2022-09-01,Scope Gap,Work not clearly defined in bid documents,959300,Approved,,"['PRJ-2022-337-SOV-06', 'PRJ-2022-337-SOV-13', 'PRJ-2022-337-SOV-07']",153,7,R. Williams,Project Manager
PRJ-2022-337,CO-005,2022-09-14,Design Error,Drawings showed incorrect duct size - field correction required,460400,Approved,RFI-019,"['PRJ-2022-337-SOV-08', 'PRJ-2022-337-SOV-13']",41,14,K. Thompson,Project Manager
PRJ-2022-337,CO-001,2022-10-22,Unforeseen Condition,Discovered asbestos insulation not shown on documents,342100,Approved,RFI-016,"['PRJ-2022-337-SOV-15', 'PRJ-2022-337-SOV-04']",143,2,K. Thompson,
PRJ-2022-337,CO-010,2023-02-05,Coordination,Rerouting required due to fire protection conflict,475200,Approved,RFI-022,"['PRJ-2022-337-SOV-08', 'PRJ-2022-337-SOV-15', 'PRJ-2022-337-SOV-10']",20,5,K. Thompson,
PRJ-2022-337,CO-003,2023-02-09,Coordination,Rerouting required due to fire protection conflict,81000,Approved,,['PRJ-2022-337-SOV-12'],164,2,K. Thompson,Project Manager
PRJ-2022-337,CO-008,2023-03-06,Coordination,Rerouting required due to plumbing conflict,87300,Approved,,"['PRJ-2022-337-SOV-05', 'PRJ-2022-337-SOV-15', 'PRJ-2022-337-SOV-03']",104,2,R. Williams,Project Manager
PRJ-2022-338,CO-001,2022-08-09,Scope Gap,Work not clearly defined in bid documents,143300,Approved,RFI-013,['PRJ-2022-338-SOV-07'],142,0,K. Thompson,Owner Rep
PRJ-2022-338,CO-003,2022-09-16,Design Error,Drawings showed incorrect pipe elevation - field correction required,66200,Approved,,"['PRJ-2022-338-SOV-06', 'PRJ-2022-338-SOV-01', 'PRJ-2022-338-SOV-14']",126,5,K. Thompson,
PRJ-2022-338,CO-009,2022-10-22,Design Error,Drawings showed incorrect equipment clearance - field correction required,86300,Approved,RFI-021,"['PRJ-2022-338-SOV-06', 'PRJ-2022-338-SOV-11', 'PRJ-2022-338-SOV-14']",138,2,R. Williams,Project Manager
PRJ-2022-338,CO-005,2022-12-03,Acceleration,Premium time to maintain schedule,109900,Approved,RFI-003,"['PRJ-2022-338-SOV-05', 'PRJ-2022-338-SOV-01']",140,0,J. Martinez,
PRJ-2022-338,CO-010,2022-12-25,Unforeseen Condition,Discovered structural conflict not shown on documents,112600,Approved,RFI-015,"['PRJ-2022-338-SOV-08', 'PRJ-2022-338-SOV-11']",70,2,R. Williams,Project Manager
PRJ-2022-338,CO-007,2022-12-27,Owner Request,Added exhaust fan per owner directive,114100,Approved,RFI-011,['PRJ-2022-338-SOV-04'],181,0,K. Thompson,Project Manager
PRJ-2022-338,CO-004,2023-01-06,Coordination,Rerouting required due to structural conflict,104400,Approved,RFI-023,"['PRJ-2022-338-SOV-12', 'PRJ-2022-338-SOV-06', 'PRJ-2022-338-SOV-01']",119,5,J. Martinez,Project Manager
PRJ-2022-338,CO-002,2023-02-01,Design Error,Drawings showed incorrect equipment clearance - field correction required,29600,Rejected,,"['PRJ-2022-338-SOV-12', 'PRJ-2022-338-SOV-03', 'PRJ-2022-338-SOV-15']",51,0,J. Martinez,Owner Rep
PRJ-2022-338,CO-006,2023-02-10,Design Error,Drawings showed incorrect equipment clearance - field correction required,64300,Approved,RFI-004,"['PRJ-2022-338-SOV-06', 'PRJ-2022-338-SOV-11', 'PRJ-2022-338-SOV-14']",159,0,K. Thompson,
PRJ-2022-338,CO-008,2023-05-03,Owner Request,Added exhaust fan per owner directive,250000,Approved,RFI-030,['PRJ-2022-338-SOV-15'],136,0,K. Thompson,Owner Rep
PRJ-2022-339,CO-004,2022-03-30,Acceleration,Premium time to maintain schedule,446600,Approved,,['PRJ-2022-339-SOV-12'],116,0,J. Martinez,Owner Rep
PRJ-2022-339,CO-002,2022-04-02,Acceleration,Premium time to maintain schedule,319800,Rejected,,['PRJ-2022-339-SOV-10'],155,0,K. Thompson,Project Manager
PRJ-2022-339,CO-016,2022-04-20,Design Error,Drawings showed incorrect equipment clearance - field correction required,44700,Approved,RFI-013,"['PRJ-2022-339-SOV-12', 'PRJ-2022-339-SOV-08']",162,14,R. Williams,Owner Rep
PRJ-2022-339,CO-005,2022-06-30,Design Error,Drawings showed incorrect pipe elevation - field correction required,396400,Approved,RFI-005,['PRJ-2022-339-SOV-04'],84,5,J. Martinez,
PRJ-2022-339,CO-008,2022-12-29,Scope Gap,Work not clearly defined in bid documents,765300,Rejected,,['PRJ-2022-339-SOV-12'],142,0,R. Williams,Project Manager
PRJ-2022-339,CO-017,2023-01-09,Unforeseen Condition,Discovered asbestos insulation not shown on documents,317200,Approved,RFI-020,"['PRJ-2022-339-SOV-06', 'PRJ-2022-339-SOV-01', 'PRJ-2022-339-SOV-14']",36,0,J. Martinez,Project Manager
PRJ-2022-339,CO-007,2023-02-23,Unforeseen Condition,Discovered structural conflict not shown on documents,283400,Approved,RFI-007,"['PRJ-2022-339-SOV-15', 'PRJ-2022-339-SOV-03']",113,0,R. Williams,Project Manager
PRJ-2022-339,CO-003,2023-03-25,Coordination,Rerouting required due to electrical conflict,169200,Rejected,RFI-014,"['PRJ-2022-339-SOV-04', 'PRJ-2022-339-SOV-01', 'PRJ-2022-339-SOV-12']",104,5,K. Thompson,Project Manager
PRJ-2022-339,CO-015,2023-04-26,Value Engineering,Substitution approved: copper piping to Daikin RTU,-162500,Rejected,RFI-012,"['PRJ-2022-339-SOV-10', 'PRJ-2022-339-SOV-13']",-66,0,J. Martinez,
PRJ-2022-339,CO-013,2023-05-13,Code Compliance,Inspector required additional smoke detectors,412100,Approved,RFI-016,['PRJ-2022-339-SOV-11'],41,7,J. Martinez,Owner Rep
PRJ-2022-339,CO-014,2023-05-30,Unforeseen Condition,Discovered asbestos insulation not shown on documents,350600,Approved,RFI-010,"['PRJ-2022-339-SOV-01', 'PRJ-2022-339-SOV-13', 'PRJ-2022-339-SOV-07']",110,2,K. Thompson,Project Manager
PRJ-2022-339,CO-012,2023-06-28,Scope Gap,Work not clearly defined in bid documents,650300,Approved,,['PRJ-2022-339-SOV-14'],198,7,J. Martinez,Project Manager
PRJ-2022-339,CO-006,2023-08-03,Code Compliance,Inspector required access panels,262800,Rejected,RFI-015,"['PRJ-2022-339-SOV-09', 'PRJ-2022-339-SOV-13']",153,0,J. Martinez,Project Manager
PRJ-2022-339,CO-010,2023-09-25,Coordination,Rerouting required due to fire protection conflict,186500,Rejected,RFI-019,"['PRJ-2022-339-SOV-15', 'PRJ-2022-339-SOV-07']",130,7,R. Williams,
PRJ-2022-339,CO-009,2023-09-29,Acceleration,Premium time to maintain schedule,96400,Rejected,RFI-016,['PRJ-2022-339-SOV-15'],39,7,J. Martinez,Owner Rep
PRJ-2022-339,CO-011,2023-10-03,Owner Request,Added controls points per owner directive,490800,Approved,,['PRJ-2022-339-SOV-09'],139,2,R. Williams,Project Manager
PRJ-2022-339,CO-001,2024-01-29,Owner Request,Added controls points per owner directive,211500,Approved,,"['PRJ-2022-339-SOV-14', 'PRJ-2022-339-SOV-02']",124,14,K. Thompson,Owner Rep
PRJ-2022-340,CO-005,2022-03-05,Scope Gap,Work not clearly defined in bid documents,426600,Rejected,,"['PRJ-2022-340-SOV-08', 'PRJ-2022-340-SOV-12']",60,0,K. Thompson,Project Manager
PRJ-2022-340,CO-001,2022-05-09,Scope Gap,Work not clearly defined in bid documents,849200,Approved,,['PRJ-2022-340-SOV-13'],112,7,J. Martinez,Project Manager
PRJ-2022-340,CO-007,2022-05-16,Coordination,Rerouting required due to structural conflict,179100,Approved,RFI-009,"['PRJ-2022-340-SOV-13', 'PRJ-2022-340-SOV-01']",184,5,J. Martinez,Owner Rep
PRJ-2022-340,CO-003,2022-07-12,Scope Gap,Work not clearly defined in bid documents,353800,Approved,,"['PRJ-2022-340-SOV-10', 'PRJ-2022-340-SOV-03', 'PRJ-2022-340-SOV-15']",125,7,K. Thompson,Project Manager
PRJ-2022-340,CO-002,2022-07-29,Owner Request,Added controls points per owner directive,437300,Approved,RFI-030,"['PRJ-2022-340-SOV-10', 'PRJ-2022-340-SOV-14']",156,0,K. Thompson,Owner Rep
PRJ-2022-340,CO-006,2022-08-14,Scope Gap,Work not clearly defined in bid documents,148800,Approved,RFI-028,['PRJ-2022-340-SOV-06'],81,0,K. Thompson,
PRJ-2022-340,CO-004,2022-12-11,Acceleration,Premium time to maintain schedule,233900,Approved,RFI-002,['PRJ-2022-340-SOV-14'],48,14,R. Williams,Owner Rep
PRJ-2022-341,CO-011,2022-06-12,Design Error,Drawings showed incorrect duct size - field correction required,230300,Approved,RFI-021,['PRJ-2022-341-SOV-10'],122,5,K. Thompson,
PRJ-2022-341,CO-010,2022-07-17,Coordination,Rerouting required due to structural conflict,360100,Approved,RFI-028,"['PRJ-2022-341-SOV-09', 'PRJ-2022-341-SOV-13']",166,2,K. Thompson,Owner Rep
PRJ-2022-341,CO-008,2022-07-25,Code Compliance,Inspector required seismic upgrades,413100,Rejected,RFI-009,"['PRJ-2022-341-SOV-07', 'PRJ-2022-341-SOV-06', 'PRJ-2022-341-SOV-11']",106,0,J. Martinez,
PRJ-2022-341,CO-002,2022-07-27,Value Engineering,Substitution approved: copper piping to steel piping,-182200,Rejected,,"['PRJ-2022-341-SOV-11', 'PRJ-2022-341-SOV-08', 'PRJ-2022-341-SOV-04']",-84,0,K. Thompson,Owner Rep
PRJ-2022-341,CO-005,2022-08-31,Design Error,Drawings showed incorrect duct size - field correction required,115200,Approved,,['PRJ-2022-341-SOV-14'],70,5,J. Martinez,Owner Rep
PRJ-2022-341,CO-009,2022-10-30,Unforeseen Condition,Discovered abandoned piping not shown on documents,526100,Approved,,['PRJ-2022-341-SOV-03'],82,0,J. Martinez,Project Manager
PRJ-2022-341,CO-003,2022-11-11,Unforeseen Condition,Discovered abandoned piping not shown on documents,620500,Approved,,['PRJ-2022-341-SOV-09'],11,0,R. Williams,Project Manager
